Dunajská Streda,Padáň,Zoltán Szabó
Dunajská Streda,Pataš,Ernest Takács
Dunajská Streda,Potônske Lúky,Ladislav Varga
Dunajská Streda,Povoda,Alexander Csóka
Dunajská Streda,Rohovce,Eugen Horváth
Dunajská Streda,Sap,František Miklós
Dunajská Streda,Šamorín,Gabriel Bárdos
Dunajská Streda,Štvrtok na Ostrove,Péter Őry
Dunajská Streda,Topoľníky,László Bacsó
Dunajská Streda,Trhová Hradská,Roland Zsoldos
Dunajská Streda,Trnávka,Ladislav Herberger
Dunajská Streda,Trstená na Ostrove,Zuzana Bónová
Dunajská Streda,Veľká Paka,Ivan Seňan
Dunajská Streda,Veľké Blahovo,Mária Bödők
Dunajská Streda,Veľké Dvorníky,Ján Ürögi
Dunajská Streda,Veľký Meder,Samuel Lojkovič
Dunajská Streda,Vieska,Robert Mocsonoky
Dunajská Streda,Vojka nad Dunajom,Donald Álló
Dunajská Streda,Vrakúň,Štefan Fazekas
Dunajská Streda,Vydrany,Ladislav Balódi
Dunajská Streda,Zlaté Klasy,Ottó Csicsay
Galanta,Abrahám,Igor Németh
Galanta,Čierna Voda,Zuzana Csadyová
Galanta,Čierny Brod,Pavel Nagy
Galanta,Dolná Streda,Ľuboš Šúry
Galanta,Dolné Saliby,Ľudovít Kovács
Galanta,Dolný Chotár,František Dora
Galanta,Galanta,Peter Paška
Galanta,Gáň,Denisa Ivančíková
Galanta,Horné Saliby,Pavol Dobosy
Galanta,Hoste,Ľuboš Karel
Galanta,Jánovce,Ľudovít Dubaň
Galanta,Jelka,Imre Farkas
Galanta,Kajal,Lívia Farkasová
Galanta,Košúty,Zdenka Mačicová
Galanta,Kráľov Brod,Pavel Racsko
Galanta,Malá Mača,František Hontvári
Galanta,Matúškovo,Marta Mészárosová
Galanta,Mostová,Tibor Rózsár
Galanta,Pata,Jozef Berčík
Galanta,Pusté Sady,Tomáš Nemeček
Galanta,Pusté Úľany,Henrich Čambál
Galanta,Sereď,Martin Tomčányi
Galanta,Sládkovičovo,Anton Szabó
Galanta,Šalgočka,Helena Mesárošová
Galanta,Šintava,Miroslav Holička
Galanta,Šoporňa,Adrián Macho
Galanta,Tomášikovo,Zoltán Horváth
Galanta,Topoľnica,Zoltán Szilvási
Galanta,Trstice,František Juhos
Galanta,Váhovce,Adrián Kubica
Galanta,Veľká Mača,Štefan Lancz
Galanta,Veľké Úľany,František Gőgh
Galanta,Veľký Grob,Viliam Rigo
Galanta,Vinohrady nad Váhom,Eva Hanusová
Galanta,Vozokany,Mikuláš Tončko
Galanta,Zemianske Sady,Roman Súkeník
Piešťany,Banka,Tatiana Julinyová
Piešťany,Bašovce,Ľubomír Dekan
Piešťany,Borovce,Ivan Šiška
Piešťany,Dolný Lopašov,Jozef Petušík
Piešťany,Drahovce,Juraj Klein
Piešťany,Dubovany,Miroslav Michalčík
Piešťany,Ducové,Mária Koláriková
Piešťany,Hubina,Jana Myjavcová
Piešťany,Chtelnica,Peter Radošinský
Piešťany,Kočín-Lančár,Jozef Reško
Piešťany,Krakovany,František Klinovský
Piešťany,Moravany nad Váhom,Peter Hulman
Piešťany,Nižná,Kamil Mikuš
Piešťany,Ostrov,Jozef Tkácz
Piešťany,Pečeňady,Ladislav Boháčik
Piešťany,Piešťany,Miloš Tamajka
Piešťany,Prašník,Emil Škodáček
Piešťany,Rakovice,Dušan Daloš
Piešťany,Ratnovce,Peter Gogol
Piešťany,Sokolovce,Marián Dóczy
Piešťany,Šípkové,Janka Miškufová
Piešťany,Šterusy,Zdenka Vlkovičová
Piešťany,Trebatice,Juraj Valo
Piešťany,Veľké Kostoľany,Gilbert Liška
Piešťany,Veľké Orvište,Pavol Paulovič
Piešťany,Veselé,Viera Šipková
Piešťany,Vrbové,"Ema Maggiová, rod. Kraváriková"
Senica,Bílkove Humence,Rastislav Nemečkay
Senica,Borský Mikuláš,Vladimír Bízek
Senica,Borský Svätý Jur,Anna Kratochvílová
Senica,Brodské,Anna Krídlová
Senica,Cerová,Ján Čerešník
Senica,Čáry,Martin Královič
Senica,Častkov,Eva Černeková
Senica,Dojč,Slavomíra Melišová
Senica,Dubovce,Dana Dorothea Mikulová
Senica,Gbely,Jozef Hazlinger
Senica,Hlboké,Miloš Čobrda
Senica,Holíč,Zdenko Čambal
Senica,Hradište pod Vrátnom,Lukáš Piroha
Senica,Chropov,Ján Bartal
Senica,Jablonica,Silvester Nestarec
Senica,Kátov,Terézia Kučerová
Senica,Kopčany,Dušan Dubecký
Senica,Koválov,Pavol Kuba
Senica,Koválovec,Patrik Renováček
Senica,Kuklov,Štefan Šimkovič
Senica,Kúty,Branislav Vávra
Senica,Lakšárska Nová Ves,Oľga Procházková
Senica,Letničie,Marián Dvorský
Senica,Lopašov,Marián Bederka
Senica,Mokrý Háj,Peter Pobuda
Senica,Moravský Svätý Ján,Anton Emrich
Senica,Oreské,Tomáš Mikuš
Senica,Osuské,Anton Fiala
Senica,Petrova Ves,Štefan Beňa
Senica,Plavecký Peter,Jozefína Bartoňová
Senica,Podbranč,Milan Kadlíček
Senica,Popudinské Močidľany,Dana Žúrková
Senica,Prietrž,Dana Blažková
Senica,Prietržka,Peter Flamík
Senica,Prievaly,Tatiana Beňáková
Senica,Radimov,Ján Provazník
Senica,Radošovce,Vladimír Kočárik
Senica,Rohov,Roman Ravas
Senica,Rovensko,Marian Rehuš
Senica,Rybky,Henrich Ravas
Senica,Sekule,Pavla Maxianová
Senica,Senica,Branislav Grimm
Senica,Skalica,Ľudovít Barát
Senica,Smolinské,Peter Betták
Senica,Smrdáky,Ingrid Tripšanská
Senica,Sobotište,Dušan Horňák
Senica,Šajdíkove Humence,Pavol Burda
Senica,Šaštín-Stráže,Jaroslav Suchánek
Senica,Štefanov,Rudolf Polák
Senica,Trnovec,Jozef Kotvan
Senica,Unín,Ján Palkovič
Senica,Vrádište,Milan Kováč
Trnava,Biely Kostol,Pavol Kováč
Trnava,Bíňovce,Mária Cádrová
Trnava,Bohdanovce nad Trnavou,Miroslav Sučák
Trnava,Bojničky,Igor Bojnanský
Trnava,Boleráz,Pavol Mackovčín
Trnava,Borová,Blanka Matovičová
Trnava,Brestovany,Ondrej Kuhajda
Trnava,Bučany,Šebestian Lančarič
Trnava,Buková,Miloš Herceg
Trnava,Cífer,Maroš Sagan
Trnava,Červeník,Marián Mihálik
Trnava,Dechtice,Karol Zachar
Trnava,Dlhá,Rudolf Braniša
Trnava,Dobrá Voda,René Blanárik
Trnava,Dolná Krupá,Teofil Mihalovič
Trnava,Dolné Lovčice,František Juriš
Trnava,Dolné Orešany,Juliana Belicová
Trnava,Dolné Otrokovce,Ján Maršala
Trnava,Dolné Trhovište,Jaroslav Mrváň
Trnava,Dolné Zelenice,Dagmar Jakubcová
Trnava,Dvorníky,Ľuboš Gubáň
Trnava,Hlohovec,Miroslav Kollár
Trnava,Horná Krupá,Ľuboš Hačko
Trnava,Horné Dubové,Ján Hrčka
Trnava,Horné Orešany,Jarmila Petrovičová
Trnava,Horné Otrokovce,Eva Kukučková
Trnava,Horné Trhovište,Tibor Veľký
Trnava,Horné Zelenice,Viera Darivčaková
Trnava,Hrnčiarovce nad Parnou,Jaroslav Kráľovič
Trnava,Jalšové,Emília Živčáková
Trnava,Jaslovské Bohunice,Božena Krajčovičová
Trnava,Kátlovce,Pavol Johanes
Trnava,Kľačany,Emília Cvíčelová
Trnava,Koplotovce,Jozef Števík
Trnava,Košolná,Martin Halaksa
Trnava,Križovany nad Dudváhom,Svetlana Masaryková
Trnava,Leopoldov,Terézia Kavuliaková
Trnava,Lošonec,Juraj Rábara
Trnava,Madunice,Alena Jelušová
Trnava,Majcichov,Tibor Marek
Trnava,Malženice,Miroslav Macko
Trnava,Merašice,Stanislav Michal
Trnava,Naháč,Vladimír Kašša
Trnava,Opoj,Peter Bartovič
Trnava,Pastuchov,Štefan Huszár
Trnava,Pavlice,Ľubomír Baláž
Trnava,Radošovce,Miroslav Remenár
Trnava,Ratkovce,Martin Červenka
Trnava,Ružindol,Vladimír Púčik
Trnava,Sasinkovo,Jaroslav Jamrich
Trnava,Siladice,Róbert Repka
Trnava,Slovenská Nová Ves,Tibor Szládicsek
Trnava,Smolenice,Anton Chrvala
Trnava,Suchá nad Parnou,Daniela Balážová
Trnava,Šelpice,Ružena Opálková
Trnava,Špačince,Július Zemko
Trnava,Šúrovce,Žaneta Gogolová
Trnava,Tekolďany,Alena Rolincová
Trnava,Tepličky,Mária Janičková
Trnava,Trakovice,Ľudovít Tolarovič
Trnava,Trnava,Peter Bročka
Trnava,Trstín,Marta Genčúrová
Trnava,Vlčkovce,Ivan Dobrovodský
Trnava,Voderady,Pavol Augustín
Trnava,Zavar,Rudolf Baroš
Trnava,Zeleneč,Daniela Mizerová
Trnava,Zvončín,Michaela Strakošová
Trnava,Žlkovce,Tibor Stanko
Bánovce nad Bebravou,Bánovce nad Bebravou,Marián Chovanec
Bánovce nad Bebravou,Borčany,Jaroslav Kopčan
Bánovce nad Bebravou,Brezolupy,Jarmila Hrúzová
Bánovce nad Bebravou,Cimenná,Peter Vanek
Bánovce nad Bebravou,Čierna Lehota,Dušan Horák
Bánovce nad Bebravou,Dežerice,Ladislav Chudoba
Bánovce nad Bebravou,Dolné Naštice,Marian Petreje
Bánovce nad Bebravou,Dubnička,Jozef Petrek
Bánovce nad Bebravou,Dvorec,Eva Srncová
Bánovce nad Bebravou,Haláčovce,Zuzana Mokryšová
Bánovce nad Bebravou,Horné Naštice,Jozef Hedera
Bánovce nad Bebravou,Chudá Lehota,Milan Daniš
Bánovce nad Bebravou,Krásna Ves,Milan Došek
Bánovce nad Bebravou,Kšinná,Miroslav Tuchyňa
Bánovce nad Bebravou,Libichava,Ingrid Sitárová
Bánovce nad Bebravou,Ľutov,Miroslav Struhačka
Bánovce nad Bebravou,Malá Hradná,Mária Jandáková
Bánovce nad Bebravou,Malé Hoste,Teodor Rusnák
Bánovce nad Bebravou,Miezgovce,Juraj Trgyňa
Bánovce nad Bebravou,Nedašovce,Elena Magdolenová
Bánovce nad Bebravou,Omastiná,Viliam Kusý
Bánovce nad Bebravou,Otrhánky,Ján Strempek
Bánovce nad Bebravou,Pečeňany,Edita Sivová
Bánovce nad Bebravou,Podlužany,Pavel Miksa
Bánovce nad Bebravou,Pochabany,Mária Štrbáková
Bánovce nad Bebravou,Pravotice,Viera Graňačková
Bánovce nad Bebravou,Prusy,Igor Súkeník
Bánovce nad Bebravou,Ruskovce,Jaroslav Mlynek
Bánovce nad Bebravou,Rybany,Roman Malánik
Bánovce nad Bebravou,Slatina nad Bebravou,Alena Vranková
Bánovce nad Bebravou,Slatinka nad Bebravou,Mária Jakubčeková
Bánovce nad Bebravou,Šípkov,Vincent Belan
Bánovce nad Bebravou,Šišov,Jaroslav Sitár
Bánovce nad Bebravou,Timoradza,Juraj Krajčík
Bánovce nad Bebravou,Trebichava,Alena Salajová
Bánovce nad Bebravou,Uhrovec,Zuzana Máčeková
Bánovce nad Bebravou,Uhrovské Podhradie,Milan Miškerik
Bánovce nad Bebravou,Veľké Držkovce,Marián Čerňanský
Bánovce nad Bebravou,Veľké Hoste,Pavel Igaz
Bánovce nad Bebravou,Veľké Chlievany,Zuzana Flórová
Bánovce nad Bebravou,Vysočany,Ivan Sečanský
Bánovce nad Bebravou,Zlatníky,Milan Gešnábel
Bánovce nad Bebravou,Žitná-Radiša,Rudolf Botka
Nové Mesto nad Váhom,Beckov,Ján  Križan
Nové Mesto nad Váhom,Bošáca,Daniel Juráček
Nové Mesto nad Váhom,Brestovec,Dušan Duga
Nové Mesto nad Váhom,Brezová pod Bradlom,Eva Ušiaková
Nové Mesto nad Váhom,Brunovce,Júlia  Masárová
Nové Mesto nad Váhom,Bukovec,Marcela Pavesková
Nové Mesto nad Váhom,Bzince pod Javorinou,Alena Šoltysová
Nové Mesto nad Váhom,Čachtice,Michal Balala
Nové Mesto nad Váhom,Častkovce,Dušan Bublavý
Nové Mesto nad Váhom,Dolné Srnie,Miroslav Skovajsa
Nové Mesto nad Váhom,Haluzice,Miloš Madila
Nové Mesto nad Váhom,Horná Streda,Ľubomír Krajňanský
Nové Mesto nad Váhom,Hôrka nad Váhom,Eva Sevaldová
Nové Mesto nad Váhom,Hrádok,Rastislav Beňo
Nové Mesto nad Váhom,Hrachovište,Ivan Kolník
Nové Mesto nad Váhom,Hrašné,Vladimír Stančík
Nové Mesto nad Váhom,Chvojnica,Marian Kollár
Nové Mesto nad Váhom,Jablonka,Anna Cigáneková
Nové Mesto nad Váhom,Kálnica,Ján Krchnavý
Nové Mesto nad Váhom,Kočovce,Jozef Ševcech
Nové Mesto nad Váhom,Kostolné,Miroslav Cibulka
Nové Mesto nad Váhom,Košariská,Anna Abramovičová
Nové Mesto nad Váhom,Krajné,Peter Kubis
Nové Mesto nad Váhom,Lubina,Martin Beňatinský
Nové Mesto nad Váhom,Lúka,Vladimír Vöröš
Nové Mesto nad Váhom,Modrová,Stanislav Uhrin
Nové Mesto nad Váhom,Modrovka,Roman Pomajbo
Nové Mesto nad Váhom,Moravské Lieskové,Róbert Palko
Nové Mesto nad Váhom,Myjava,Pavel Halabrín
Nové Mesto nad Váhom,Nová Bošáca,Ján Žucha
Nové Mesto nad Váhom,Nová Lehota,Bohuslav Plačko
Nové Mesto nad Váhom,Nová Ves nad Váhom,Igor Jambor
Nové Mesto nad Váhom,Nové Mesto nad Váhom,Jozef Trstenský
Nové Mesto nad Váhom,Očkov,Miroslav Beňovič
Nové Mesto nad Váhom,Pobedim,Martin Lednický
Nové Mesto nad Váhom,Podkylava,Dušan Kadlečík
Nové Mesto nad Váhom,Podolie,Anna Čechvalová
Nové Mesto nad Váhom,Polianka,Dušan Mockovčiak
Nové Mesto nad Váhom,Poriadie,Zuzana Boskovičová
Nové Mesto nad Váhom,Potvorice,Ľubomír Malo
Nové Mesto nad Váhom,Považany,Eva Ninisová
Nové Mesto nad Váhom,Priepasné,Peter Czere
Nové Mesto nad Váhom,Rudník,Monika Caltíková
Nové Mesto nad Váhom,Stará Lehota,Jaroslav Pikus
Nové Mesto nad Váhom,Stará Myjava,Pavol Kováč
Nové Mesto nad Váhom,Stará Turá,Anna Halinárová
Nové Mesto nad Váhom,Trenčianske Bohuslavice,Bibiana Naďová
Nové Mesto nad Váhom,Vaďovce,Alžbeta Tuková
Nové Mesto nad Váhom,Višňové,Pavol  Hluchý
Nové Mesto nad Váhom,Vrbovce,Samuel Redecha
Nové Mesto nad Váhom,Zemianske Podhradie,Miroslav Zámečník
Považská Bystrica,Beluša,Ján Prekop
Považská Bystrica,Bodiná,Marcela Filová
Považská Bystrica,Brvnište,Dagmar Mikudíková
Považská Bystrica,Čelkova Lehota,Juraj Čelko
Považská Bystrica,Dohňany,Milan Panáček
Považská Bystrica,Dolná Breznica,Lukáš Pekara
Považská Bystrica,Dolná Mariková,Peter  Šujak
Považská Bystrica,Dolné Kočkovce,Peter Regina
Považská Bystrica,Dolný Lieskov,Ján Križan
Považská Bystrica,Domaniža,František Matušík
Považská Bystrica,Ďurďové,Anton Ondrásky
Považská Bystrica,Hatné,Iveta Žilovcová
Považská Bystrica,Horná Breznica,Tibor Mičko
Považská Bystrica,Horná Mariková,Miroslav Hamar
Považská Bystrica,Horný Lieskov,Andrej Torda
Považská Bystrica,Horovce,Milan Velas
Považská Bystrica,Jasenica,Richard Pekar
Považská Bystrica,Klieština,Helena Koštialiková
Považská Bystrica,Kostolec,Miroslav Michalík
Považská Bystrica,Kvašov,Marián Pavlík
Považská Bystrica,Lazy pod Makytou,Ján Mičic
Považská Bystrica,Lednica,Kamil Karas
Považská Bystrica,Lednické Rovne,Marian Horečný
Považská Bystrica,Lúky,Ján Behro
Považská Bystrica,Lysá pod Makytou,Michal Ondrička
Považská Bystrica,Malé Lednice,Ján Hamar
Považská Bystrica,Mestečko,Anna Václavíková
Považská Bystrica,Mojtín,František Staňo
Považská Bystrica,Nimnica,Ladislav Ďureček
Považská Bystrica,Papradno,Roman Španihel
Považská Bystrica,Plevník-Drienové,Miroslav Kremeň
Považská Bystrica,Počarová,Ladislav Lagín
Považská Bystrica,Podskalie,Anton Mitaš
Považská Bystrica,Považská Bystrica,Karol Janas
Považská Bystrica,Prečín,Anton Lagíň
Považská Bystrica,Pružina,Michal Ušiak
Považská Bystrica,Púchov,Rastislav Henek
Považská Bystrica,Sádočné,František Sádecký
Považská Bystrica,Slopná,Štefan Hrenák
Považská Bystrica,Streženice,Juraj Hrišo
Považská Bystrica,Stupné,Peter Krajčoviech
Považská Bystrica,Sverepec,Maroš Ondráš
Považská Bystrica,Udiča,Peter Chochlík
Považská Bystrica,Visolaje,Daniela Ďuricová
Považská Bystrica,Vrchteplá,Ladislav Kolek
Považská Bystrica,Vydrná,Milan Gášek
Považská Bystrica,Záriečie,Jozef Kollár
Považská Bystrica,Záskalie,Štefan Šaradín
Považská Bystrica,Zubák,Pavol Gelo
Prievidza,Bojnice,František Tám
Prievidza,Bošany,Branislav Pajda
Prievidza,Brodzany,Anton Zima
Prievidza,Bystričany,Vojtech Bartoš
Prievidza,Cigeľ,Štefan Mjartan
Prievidza,Čavoj,Ján Halaška
Prievidza,Čereňany,Ján Mokrý
Prievidza,Diviacka Nová Ves,Ivan Kohút
Prievidza,Diviaky nad Nitricou,Vladimír Pružinec
Prievidza,Dlžín,František Adamec
Prievidza,Dolné Vestenice,Kvetoslava Šimorová
Prievidza,Handlová,Rudolf Podoba
Prievidza,Horná Ves,Jozef Hrotek
Prievidza,Horné Vestenice,Pavol Foltán
Prievidza,Hradište,Miloš Baránik
Prievidza,Chrenovec-Brusno,Tibor Čičmanec
Prievidza,Chvojnica,Branislav Dobrotka
Prievidza,Chynorany,Mária Lachkovičová
Prievidza,Jalovec,Peter Kotian
Prievidza,Ješkova Ves,Pavel Greguš
Prievidza,Kamenec pod Vtáčnikom,Dušan Ďuriš
Prievidza,Kanianka,Ivor Husár
Prievidza,Kľačno,Jozef Vrábeľ
Prievidza,Klátova Nová Ves,Iveta Randziaková
Prievidza,Kocurany,Vojtech Čičmanec
Prievidza,Kolačno,Lýdia Petríková
Prievidza,Kostolná Ves,Mária Žofčinová
Prievidza,Koš,Štefan Závadinka
Prievidza,Krásno,Martin Mikloš
Prievidza,Lazany,Jana Matiašková
Prievidza,Lehota pod Vtáčnikom,Ján Cipov
Prievidza,Liešťany,Ľubomír Noska
Prievidza,Lipník,Peter Mikuško
Prievidza,Livina,Jana Petrejeová
Prievidza,Livinské Opatovce,Daniela Hanová
Prievidza,Malá Čausa,Peter Vido
Prievidza,Malé Kršteňany,Jaroslav Kopál
Prievidza,Malé Uherce,Štefan Čepko
Prievidza,Malinová,Mária Luprichová
Prievidza,Nadlice,Peter Dubravický
Prievidza,Nedanovce,Jozef Jakubík
Prievidza,Nedožery-Brezany,Martin Mokrý
Prievidza,Nevidzany,Beata Vrecková
Prievidza,Nitrianske Pravno,Jozef Balčirák
Prievidza,Nitrianske Rudno,Róbert Štrbák
Prievidza,Nitrianske Sučany,Pavol Caňo
Prievidza,Nitrica,Miroslav Beňadik
Prievidza,Nováky,Daniel Daniš
Prievidza,Opatovce nad Nitrou,Dana Melišková
Prievidza,Oslany,František Priekala
Prievidza,Ostratice,Ján Podoba
Prievidza,Partizánske,Jozef Božik
Prievidza,Pažiť,Vladimír Baláška
Prievidza,Podhradie,Ľudovít Michalovič
Prievidza,Poluvsie,Martin Šujan
Prievidza,Poruba,Helena Čavojská
Prievidza,Pravenec,Róbert Mikulášik
Prievidza,Prievidza,Katarína Macháčková
Prievidza,Radobica,Stanislav Bartoš
Prievidza,Ráztočno,Ivan Škrteľ
Prievidza,Rudnianska Lehota,Ivan Javorček
Prievidza,Sebedražie,Peter Juríček
Prievidza,Seč,Anton Vrecko
Prievidza,Skačany,Juraj Kližan
Prievidza,Šútovce,Miroslav Rajčo
Prievidza,Temeš,Oľga Fakanová
Prievidza,Turčianky,Eva Dragulová
Prievidza,Tužina,Miroslav Dzina
Prievidza,Valaská Belá,Miloš Cúcik
Prievidza,Veľká Čausa,Dušan Ďurdina
Prievidza,Veľké Kršteňany,Vladimír Kopál
Prievidza,Veľké Uherce,Alena Chalupová
Prievidza,Veľký Klíž,Tatiana Sasková
Prievidza,Zemianske Kostoľany,Jana Školíková
Prievidza,Žabokreky nad Nitrou,Otakár Sneženka
Trenčín,Adamovské Kochanovce,Michal Križan
Trenčín,Bobot,Danka Ďuriačová
Trenčín,Bohunice,Peter Hajdúch
Trenčín,Bolešov,Martin Rác
Trenčín,Borčice,Anton Fabuš
Trenčín,Červený Kameň,Jozef Bartoš
Trenčín,Dolná Poruba,Miroslav Kopčan
Trenčín,Dolná Súča,Rudolf Pleva
Trenčín,Drietoma,Jozef  Kluka
Trenčín,Dubnica nad Váhom,Jozef Gašparík
Trenčín,Dubodiel,Anton Prechádzka
Trenčín,Dulov,Jozef Šamaj
Trenčín,Horná Poruba,Milan Staňo
Trenčín,Horná Súča,Juraj Ondračka
Trenčín,Horňany,Eva Šrámková
Trenčín,Horné Srnie,Jozef Húserka
Trenčín,Hrabovka,Eva Mráziková
Trenčín,Chocholná-Velčice,Alena  Bulková
Trenčín,Ilava,Štefan Daško
Trenčín,Ivanovce,Mária Hládeková
Trenčín,Kameničany,Igor Daško
Trenčín,Kostolná-Záriečie,Miroslav Jančár
Trenčín,Košeca,Radomír Brtáň
Trenčín,Košecké Podhradie,Rastislav Čepák
Trenčín,Krivoklát,Mária  Prekopová
